     1   2.118E-012      24697746   112206243   877748602   804026509
     2   2.182E-012      24697744   112206239   637305307    69847993
     3   2.459E-012      24144743   112206235   637305288   697056429
     4   2.549E-012      24144242   112206815    58061705   697056309
     5   2.554E-012      24135742   112206815    58061705   697026449
     6   2.554E-012      24135742   112206815    58061705   697026449
     7   2.554E-012      24135742   112206815    58061705   697026449
     8   2.554E-012      24135707   112206795    51105247    69050965
     9   3.165E-012      23144235   112206787    51101647    69000960
    10   3.165E-012      23144235   112206787    51101647    69000960
    11   1.311E-011      14135733   112206083    51105279    69050967
    12   1.317E-011      14135699   112106735    51068265    69055977
    13   1.321E-011      14105699   112106743    51105273    69055985
    14   1.321E-011      14105698   112106739    51105271    69052961
    15   1.321E-011      14105194   112106719    51105263    69055963
    16   1.447E-011      14105694   110106591    51068241    69055959
    17   2.101E-011      14105693   102106063    51068249    91052947
    18   2.101E-011      14105689   102106051    51068235    69055953
    19   2.310E-011      14105691   100106043    51068255    69050941
    20   2.523E-011      12105690   102106040    51068244    69052940
    21   2.804E-011      12100686   100106042    51068229    69052938
    22   2.835E-011      10100685   102105974    50088238    69052934
    23   3.171E-011      10100681   100105974    50088238    69052929
    24   3.171E-011      10100677   100105016    51068215    64055917
    25   3.173E-011      10104676   100105941    10088223    65065917
    26   3.186E-011      10000676   100105959    50088215    65055917
    27   3.189E-011      10100676   100005013    51048221    65065915
    28   3.204E-011      10000672   100005007    51048207    65055919
    29   3.576E-011        100682   100105923    10088219    65055915
    30   3.596E-011         40660   100014992    11028225   139355907
    31   3.599E-011            79   100001995    10048409    65005954
    32   3.599E-011        100078   100001992    10043202     5055909
    33   4.188E-005        100676        4989    51828216     4055911
    34   4.188E-005        100676        4989    51828216     4055911
    35   4.188E-005        160674        4587    51828212     4284959
    36   6.319E-005        130678     6504988    51828214     4055910
    37   9.708E-005       2180279     6304435    51828208     4284957
    38   1.412E-004       2380274     8033987    40080241   749353665
    39   1.457E-004       2380273     8033993    51828208     9353664
    40   1.457E-004       2380273     8033993    51828208     9353664
    41   1.473E-004       2380270     8033985    44088198     9356259
    42   1.535E-004       2380069     8533984    44088196     9356258
    43   1.535E-004       2380069     8533984    44088196     9356258
    44   1.701E-004       2480260     8073977    47088188     9356253
    45   2.794E-004       2780565     8073981    44088188     9313648
    46   2.794E-004       2780565     8073981    44088188     9313648
    47   2.933E-004       2780559     8073955    40088180     9353620
    48   3.684E-004       2880558     8073954    40088178     9353619
    49   3.684E-004       2880558     8073954    40088178     9353619
    50   3.725E-004       2980554     8013974    44088168     9353639
    51   4.451E-004       2980548     8073952    40088164     9353658
    52   5.471E-004       2989553     7013969    44088146     9010636
    53   5.471E-004       2989553     7013969    44088146     9010636
    54   5.476E-004       2989850     7023964    44089172     9310626
    55   5.480E-004       2989849     7013866    44028140     9353632
    56   5.480E-004       2989848     7012865    44028134     9010635
    57   5.691E-004       2999549     7013960    44028130     9210120
    58   5.691E-004       2999549     7013960    44028130     9210120
    59   5.691E-004       2999549     7013960    44028130     9210120
    60   5.691E-004       2999549     7013960    44028130     9210120
    61   5.730E-004       2999508     7053150    43087646     3013623
    62   5.730E-004       2999508     7053150    43087646     3013623
    63   5.730E-004       2999508     7053150    43087646     3013623
    64   5.730E-004       2999508     7053150    43087646     3013623
    65   5.730E-004       2999508     7053150    43087646     3013623
    66   7.424E-004       3079856     7023379    44425134     9556615
    67   7.424E-004       3079856     7023379    44425134     9556615
    68   7.424E-004       3079856     7023379    44425134     9556615
    69   7.424E-004       3079856     7023379    44425134     9556615
    70   7.468E-004       3079855     7025378    44325138     7356114
    71   7.468E-004       3079855     7025378    44325138     7356114
    72   7.490E-004       3099865     7023378    45083108     2357613
    73   1.421E-003       3378398     7023367     2679134   409554590
    74   1.421E-003       3378398     7023367     2679134   409554590
    75   2.353E-003       3264841     7028709    32399050     9317623
    76   4.484E-002       3378396     2025461    45086126     9318634
    77   4.484E-002       3378396     2025461    45086126     9318634
    78   4.484E-002       3378396     2025461    45086126     9318634
    79   1.220E-001       3398341     2025172    44028134    80557645
    80   1.220E-001       3398341     2025172    44028134    80557645
    81   9.940E-001       3398395     2025458    45086120     9318631
    82   1.001E+000       3398393     2025458    45086120     9557635
    83   1.681E+000       3398392     2025457    45086110    49618618
    84   1.690E+000       3398388     2025451    45086104    49318628
    85   1.690E+000       3398388     2025451    45086104    49318628
    86   1.716E+000       3398391     2025456    45086092    48557607
    87   1.883E+000       3398388     2025452    45086092    39318612
    88   1.884E+000       3398389     2025448    45086084    39357594
    89   1.884E+000       3398389     2025450    45086088    39318608
    90   2.401E+000       3399389     2025146    45086080    39357590
    91   2.402E+000       3399388     2025159    45086082    39318596
    92   2.491E+000       3399387     2025144    45086272    34318597
    93   2.518E+000       3399684     2025140    45086070    39318583
    94   2.669E+000       3399685     2025142    45086268    34317577
    95   2.721E+000       3399783     2025140    45086060    34317576
    96   2.742E+000       3399781     2025135    45089262    34317574
