     1   5.450E-001     383334812   955786964   542915413    71475250   128822911   102800080   246869675
     2   5.450E-001     383334812   955786964   542915413    71475250   128822911   102800080   246869675
     3   5.450E-001     383334812   955786964   542915413    71475250   128822911   102800080   246869675
     4   5.450E-001     383334779   955786880   542915365    71475241   128822899   102800071   246869940
     5   5.450E-001     383334779   955786880   542915365    71475241   128822899   102800071   246869940
     6   5.450E-001     383334779   955786880   542915365    71475241   128822899   102800071   246869940
     7   3.495E+000     383334768   955786852   542915349    71475238   120490414     2800071   246869933
     8   3.495E+000     383334768   955786852   542915349    71475238   120490414     2800071   246869933
     9   3.495E+000     383334713   955786712   542915317    71475235   120490410     2800070   246869926
    10   7.525E+000     384857156   955786800   742915229    71475229   120490402     2800069   246586308
    11   8.117E+000     383334735   955786844   742915185    71475226   120490398     2800067   246869916
    12   8.117E+000     383334680   955786682   742915119    71475217   120490394     2800064   246869919
    13   8.117E+000     383334680   955786428   742915075    71475211   120490378     2800063   246869919
    14   8.117E+000     383334636   955786372   742914987    71475202   120490370     2800062   246869905
    15   8.117E+000     383334614   955776514   742915035    71475199   120490370     2800060   246869917
    16   8.117E+000     383334570   955776402   742914947    71475187   120490342     2800053   246869885
    17   9.628E+000     383334578   925786250   742914875    71475185   120490350     2800017   246869857
    18   9.628E+000     383334556   925786196   742914831    71475090   120490342     2800053   246869885
    19   9.684E+000     383334545   925786161   742914861    71275178   120490334     2800046   246869878
    20   9.700E+000     383334556   925786269   742914809    71275169   120400322     2800043   246869814
    21   9.702E+000     383334512   925786141   742914721    71275157   120400306     2800046   246869807
    22   9.711E+000     383334534   925486168   742914765    71275163   120400314     2800241   246869826
    23   9.802E+000     383334490   925786087   742914677    70275152   120400298     2800037   246869768
    24   1.074E+001     383334501   925786114   742914703    71275154   120400302     2800046   247869819
    25   1.074E+001     383334501   925786114   742914703    71275154   120400302     2800046   247869819
    26   1.282E+001     383324446   925785872   745914945    71275148   100430291     2700042   246869765
    27   1.836E+001     383324446   925715872   745914545    70275540   110400288     1800035   249869793
    28   2.174E+001     383324405   925782764   745914479    71275132   100400276     1800032   249769769
    29   2.306E+001     383324435   925785808   745914557    70385127   100430280     1000027   249769718
    30   2.315E+001     383324350   925785629   745914395    70275521   100030271     1000024   249769694
    31   2.345E+001     383324424   925785859   766914555    70275531   100430249     1000029   249769718
    32   2.345E+001     383324424   925785859   766914555    70275531   100430249     1000029   249769718
    33   2.390E+001     383324291   922795378   766914489    70275525   100430237     1000026   249799662
    34   2.390E+001     383324291   922795378   766914489    70275525   100430237     1000026   249799662
    35   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    36   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    37   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    38   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    39   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    40   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    41   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    42   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    43   2.473E+001     383324291   925795778   756914477    70385117   100430265          63   249769670
    44   4.081E+001     373734259   925705503   746944287    70385104   100430250     1407021   259789155
    45   4.081E+001     373734259   925705503   746944287    70385104   100430250     1407021   259789155
    46   4.081E+001     373734259   925705503   746944287    70385104   100430250     1407021   259789155
    47   4.081E+001     373734259   925705503   746944287    70385104   100430250     1407021   259789155
    48   4.098E+001     383324087   915705476   746944265    70385902   100430247     1407020   253789147
    49   4.958E+001     373734237   925705449   736944243    70385113   100430254     1003039   259789139
    50   4.958E+001     373734237   925705449   736944243    70385113   100430254     1003039   259789139
    51   5.204E+001     373734369   920785591   736944181    70385109   100430248     1003037   259789123
    52   7.172E+001     383634132   903705475   685914360    70277513   100430232     1003034   259789099
    53   8.307E+001     383634110   903705423   685914162    70385094   100430226     1003033   259089107
    54   8.311E+001     383634088   903705371   685914122    70385090   100430227     1000030   259089083
    55   9.929E+001     383634055   903705293   675914041    70385082   100430208     1003030   259089059
    56   1.017E+002     383634088   903705371   675914260    70277503   100430218     1003027   259089159
    57   1.024E+002     383634022   903705215   675914042    70277494   100430218     1003027   259049751
    58   1.029E+002     383634033   903705241   675913982    70277493   100130214     1003024   259049727
    59   1.037E+002     383634001   903705189   675913940    70217062   100430173     1003024   259049011
    60   1.109E+002     383693976   903703059   665913980    70277066   100437196     1003025   259049011
    61   1.128E+002     383933944   903702981   660513923    70277060   100437187     1003022   259018987
    62   1.182E+002     384634000   903705159   653913856    70275074   100430261     1003027   259088671
    63   1.182E+002     384634000   903705159   653913856    70275074   100430261     1003027   259088671
    64   1.211E+002     384533967   906705081   653814799    70274998   100430252     1003024   259048963
    65   1.211E+002     384533967   906705081   653814799    70274998   100430252     1003024   259048963
    66   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    67   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    68   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    69   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    70   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    71   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    72   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    73   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    74   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    75   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    76   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    77   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    78   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    79   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    80   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    81   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    82   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    83   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    84   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    85   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    86   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    87   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    88   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    89   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    90   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    91   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    92   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    93   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
    94   1.235E+002     384133845   913752981   653654499    70275748   100720252     1003024   259048663
